train_loss,lr,memory,epoch,step
8.950033187866211,4.0267543226946145e-05,1087271424.0,0,9
8.875131607055664,4.119200093555264e-05,1087271424.0,0,19
8.812091827392578,4.277540574548766e-05,1087271424.0,0,29
8.673632621765137,4.5015574869466946e-05,1087271424.0,0,39
8.554171562194824,4.790942693944089e-05,1087271424.0,0,49
8.359343528747559,5.145298200659454e-05,1087271424.0,0,59
7.9964599609375,5.564136154134758e-05,1087271424.0,0,69
7.626989841461182,6.0468802985269576e-05,1087271424.0,0,79
6.657980918884277,6.592865975107998e-05,1087271424.0,0,89
5.681829929351807,7.201341941254213e-05,1087271424.0,0,99
5.0446696281433105,7.871470006648451e-05,1087271424.0,0,109
4.576725006103516,8.602329762652516e-05,1087271424.0,0,119
5.048590660095215,9.392913489136845e-05,1087271424.0,0,129
4.628391265869141,0.00010242134885629639,1087271424.0,0,139
4.526271343231201,0.00011148823978146538,1087271424.0,0,149
4.427364349365234,0.0001211173293995671,1087271424.0,0,159
4.149225234985352,0.0001312953681917861,1087271424.0,0,169
4.016585826873779,0.00014200835721567273,1087271424.0,0,179
4.624714374542236,0.000153241548105143,1087271424.0,0,189
3.874227523803711,0.0001649794721743092,1087271424.0,0,199
4.221323490142822,0.00017720599134918302,1087271424.0,0,209
4.045976638793945,0.00018990425451193005,1087271424.0,0,219
4.150096893310547,0.00020305681391619146,1087271424.0,0,229
3.7591776847839355,0.00021664556697942317,1087271424.0,0,239
3.6380960941314697,0.00023065178538672626,1087271424.0,0,249
3.3047308921813965,0.00024505623150616884,1087271424.0,0,259
3.707392692565918,0.00025983902742154896,1087271424.0,0,269
3.542564868927002,0.0002749798877630383,1087271424.0,0,279
3.0306923389434814,0.0002904579450841993,1087271424.0,0,289
3.256835460662842,0.00030625189538113773,1087271424.0,0,299
2.897019386291504,0.0003223400271963328,1087271424.0,0,309
2.67466402053833,0.00033870016341097653,1087271424.0,0,319
2.8265156745910645,0.0003553098358679563,1087271424.0,0,329
2.562459945678711,0.0003721461398527026,1087271424.0,0,339
3.0457494258880615,0.000389185908716172,1087271424.0,0,349
2.0323076248168945,0.00040640574297867715,1087271424.0,0,359
2.1654672622680664,0.00042378189391456544,1087271424.0,0,369
2.494070053100586,0.0004412904381752014,1087271424.0,0,379
2.11265230178833,0.0004589073359966278,1087271424.0,0,389
2.057241439819336,0.00047660828568041325,1087271424.0,0,399
2.155496835708618,0.0004943689564242959,1087271424.0,0,409
1.9894345998764038,0.0005121649010106921,1087271424.0,0,419
2.1447837352752686,0.0005299716722220182,1087271424.0,0,429
2.009230136871338,0.0005477646482177079,1087271424.0,0,439
2.1254124641418457,0.0005655194399878383,1087271424.0,0,449
1.8362023830413818,0.0005832116003148258,1087271424.0,0,459
2.060032606124878,0.0006008167983964086,1087271424.0,0,469
1.7847976684570312,0.0006183107034303248,1087271424.0,0,479
1.9711124897003174,0.000635669392067939,1087271424.0,0,489
1.703986406326294,0.000652868824545294,1087271424.0,0,499
1.6307932138442993,0.0006698854267597198,1087271424.0,0,509
1.7131820917129517,0.0006866957410238683,1087271424.0,0,519
1.5957328081130981,0.0007032766588963568,1087271424.0,0,529
1.9372550249099731,0.0007196053629741073,1087271424.0,0,539
1.44504976272583,0.0007356593268923461,1087271424.0,0,549
1.7029589414596558,0.0007514165481552482,1087271424.0,0,559
1.819685935974121,0.0007668552570976317,1087271424.0,0,569
1.2221394777297974,0.0007819542079232633,1087271424.0,0,579
1.3188042640686035,0.0007966926787048578,1087271424.0,0,589
1.513010025024414,0.0008110503549687564,1087271424.0,0,599
1.3818410634994507,0.0008250075043179095,1087271424.0,0,609
1.564257025718689,0.0008385448600165546,1087271424.0,0,619
1.336656928062439,0.0008516438538208604,1087271424.0,0,629
1.6462945938110352,0.0008642864413559437,1087271424.0,0,639
1.7672091722488403,0.0008764552185311913,1087271424.0,0,649
1.4798362255096436,0.0008881334215402603,1087271424.0,0,659
1.6123110055923462,0.0008993049850687385,1087271424.0,0,669
1.4224969148635864,0.0009099545422941446,1087271424.0,0,679
1.2428926229476929,0.0009200674248859286,1087271424.0,0,689
1.7379266023635864,0.0009296297212131321,1087271424.0,0,699
1.4180291891098022,0.0009386282763443887,1087271424.0,0,709
1.2569012641906738,0.0009470507502555847,1087271424.0,0,719
1.4428300857543945,0.0009548855014145374,1087271424.0,0,729
1.1886861324310303,0.000962121703196317,1087271424.0,0,739
1.150122046470642,0.000968749460298568,1087271424.0,0,749
1.1151891946792603,0.0009747596923261881,1087271424.0,0,759
1.3898733854293823,0.0009801440173760056,1087271424.0,0,769
1.3383733034133911,0.0009848951594904065,1087271424.0,0,779
1.1749731302261353,0.0009890063665807247,1087271424.0,0,789
1.1041699647903442,0.0009924721671268344,1087271424.0,0,799
1.2932398319244385,0.0009952877881005406,1087271424.0,0,809
1.001784324645996,0.0009974493877962232,1087271424.0,0,819
