train_loss,epoch,step,val_loss,val_f1,train_f1
0.693730354309082,0,9,,,
0.4417511522769928,0,19,,,
0.51918625831604,0,29,,,
0.5915273427963257,0,39,,,
0.4583059549331665,0,49,,,
0.5919033288955688,0,59,,,
0.46623027324676514,0,69,,,
0.3874753713607788,0,79,,,
0.3114749789237976,0,89,,,
0.3143344223499298,0,99,,,
,0,104,0.32996824383735657,0.889739990234375,
,0,104,,,0.8251556158065796
0.38277602195739746,1,109,,,
0.35716214776039124,1,119,,,
0.3256533145904541,1,129,,,
0.3422412574291229,1,139,,,
0.25941935181617737,1,149,,,
0.3234555125236511,1,159,,,
0.35100802779197693,1,169,,,
0.27090397477149963,1,179,,,
0.2446315586566925,1,189,,,
0.37665295600891113,1,199,,,
0.15072984993457794,1,209,,,
,1,209,0.2441815435886383,0.9203969240188599,
,1,209,,,0.8868286609649658
0.23729804158210754,2,219,,,
0.3856053948402405,2,229,,,
0.2922813892364502,2,239,,,
0.16310453414916992,2,249,,,
0.31033656001091003,2,259,,,
0.17936378717422485,2,269,,,
0.22773289680480957,2,279,,,
0.30509671568870544,2,289,,,
0.13471528887748718,2,299,,,
0.18919336795806885,2,309,,,
,2,314,0.16535736620426178,0.9504774808883667,
,2,314,,,0.9263437390327454
0.14202316105365753,3,319,,,
0.12730100750923157,3,329,,,
0.26395273208618164,3,339,,,
0.14545604586601257,3,349,,,
0.14892849326133728,3,359,,,
0.16556651890277863,3,369,,,
0.1197877749800682,3,379,,,
0.06828024238348007,3,389,,,
0.10458332300186157,3,399,,,
0.17902550101280212,3,409,,,
0.1534864604473114,3,419,,,
,3,419,0.14940518140792847,0.9600178599357605,
,3,419,,,0.9532731175422668
0.08188766241073608,4,429,,,
0.0841924250125885,4,439,,,
0.038182228803634644,4,449,,,
0.06644546985626221,4,459,,,
0.06193407252430916,4,469,,,
0.06455758213996887,4,479,,,
0.11016406118869781,4,489,,,
0.07474784553050995,4,499,,,
0.09143579006195068,4,509,,,
0.11437316238880157,4,519,,,
,4,524,0.1232045441865921,0.9708564877510071,
,4,524,,,0.9685170650482178
0.0554191917181015,5,529,,,
0.07196049392223358,5,539,,,
0.04837600886821747,5,549,,,
0.03358083590865135,5,559,,,
0.1006782054901123,5,569,,,
0.07267247885465622,5,579,,,
0.04255468770861626,5,589,,,
0.046849705278873444,5,599,,,
0.0654335469007492,5,609,,,
0.06629130244255066,5,619,,,
3.0874750791554106e-06,5,629,,,
,5,629,0.14895956218242645,0.9767032861709595,
,5,629,,,0.9837705492973328
0.07035675644874573,6,639,,,
0.104035884141922,6,649,,,
0.03014874830842018,6,659,,,
0.07798212766647339,6,669,,,
0.00811973586678505,6,679,,,
0.004624250344932079,6,689,,,
0.026518460363149643,6,699,,,
0.008634570986032486,6,709,,,
0.005383617244660854,6,719,,,
0.026539728045463562,6,729,,,
,6,734,0.15437133610248566,0.9773775339126587,
,6,734,,,0.9915480613708496
0.03488698601722717,7,739,,,
0.053320325911045074,7,749,,,
0.01365452166646719,7,759,,,
0.04124250262975693,7,769,,,
0.0063993073999881744,7,779,,,
0.007323961239308119,7,789,,,
0.028494983911514282,7,799,,,
0.02332398295402527,7,809,,,
0.08050914853811264,7,819,,,
0.03675544261932373,7,829,,,
0.0006522894254885614,7,839,,,
,7,839,0.16991645097732544,0.975278913974762,
,7,839,,,0.9906687140464783
0.0014362300280481577,8,849,,,
0.030019253492355347,8,859,,,
0.003157595871016383,8,869,,,
0.03309424966573715,8,879,,,
0.07871080935001373,8,889,,,
0.00923164002597332,8,899,,,
0.06468059867620468,8,909,,,
0.06634098291397095,8,919,,,
0.045642174780368805,8,929,,,
0.014172983355820179,8,939,,,
,8,944,0.2933814227581024,0.9707602262496948,
,8,944,,,0.993328869342804
0.0112679498270154,9,949,,,
0.003635360859334469,9,959,,,
0.00034850608790293336,9,969,,,
0.017181556671857834,9,979,,,
0.00486564077436924,9,989,,,
0.0039466554298996925,9,999,,,
0.002804938005283475,9,1009,,,
0.0019901548512279987,9,1019,,,
0.05123748630285263,9,1029,,,
0.0033860374242067337,9,1039,,,
0.000699835829436779,9,1049,,,
,9,1049,0.27932724356651306,0.9749780297279358,
,9,1049,,,0.9947806596755981
0.004737678915262222,10,1059,,,
0.06445315480232239,10,1069,,,
0.009665068238973618,10,1079,,,
0.002295685699209571,10,1089,,,
0.04569702968001366,10,1099,,,
0.0008058546809479594,10,1109,,,
0.04133439064025879,10,1119,,,
0.11068960279226303,10,1129,,,
0.004473100416362286,10,1139,,,
0.035327743738889694,10,1149,,,
,10,1154,0.2137317657470703,0.9753521084785461,
,10,1154,,,0.9946714043617249
0.0019342650193721056,11,1159,,,
0.0027800314128398895,11,1169,,,
0.00750982528552413,11,1179,,,
0.003907298669219017,11,1189,,,
0.01688745990395546,11,1199,,,
0.008004038594663143,11,1209,,,
0.0010340892476961017,11,1219,,,
0.01992047391831875,11,1229,,,
0.0018313992768526077,11,1239,,,
0.00076563551556319,11,1249,,,
1.0609587661747355e-06,11,1259,,,
,11,1259,0.39751991629600525,0.972581684589386,
,11,1259,,,0.9975544810295105
0.03319902718067169,12,1269,,,
0.006100315134972334,12,1279,,,
0.0007523811655119061,12,1289,,,
0.0064047230407595634,12,1299,,,
0.003617082256823778,12,1309,,,
0.003035887610167265,12,1319,,,
0.006176385097205639,12,1329,,,
0.0013587521389126778,12,1339,,,
0.0069751800037920475,12,1349,,,
0.00043227392598055303,12,1359,,,
,12,1364,0.2922210097312927,0.9758771657943726,
,12,1364,,,0.996889591217041
0.011887762695550919,13,1369,,,
0.008257484063506126,13,1379,,,
0.0016653286293148994,13,1389,,,
3.929239755962044e-05,13,1399,,,
0.0009560046019032598,13,1409,,,
0.0050146873109042645,13,1419,,,
0.01838095299899578,13,1429,,,
0.00028713687788695097,13,1439,,,
