train_loss,lr,memory,epoch,step,val_loss,val_f1,val_tpr,val_acc,val_auc,val_recall,val_precision,train_f1,train_tpr,train_acc,train_auc,train_recall,train_precision
2.194641351699829,4.025759335490875e-05,1353922048.0,0,9,,,,,,,,,,,,,
2.19327974319458,4.114768671570346e-05,1353978368.0,0,19,,,,,,,,,,,,,
2.191801071166992,4.267227996024303e-05,1354034688.0,0,29,,,,,,,,,,,,,
2.1833295822143555,4.4829354010289535e-05,1354091008.0,0,39,,,,,,,,,,,,,
2.181391954421997,4.7616049414500594e-05,1354147328.0,0,49,,,,,,,,,,,,,
2.182241439819336,5.102867362438701e-05,1354203648.0,0,59,,,,,,,,,,,,,
2.1674110889434814,5.506270463229157e-05,1354259968.0,0,69,,,,,,,,,,,,,
2.1626384258270264,5.9712798247346655e-05,1354316288.0,0,79,,,,,,,,,,,,,
2.1387882232666016,6.497279537143186e-05,1354372608.0,0,89,,,,,,,,,,,,,
2.1243813037872314,7.083571836119518e-05,1354428928.0,0,99,,,,,,,,,,,,,
2.097215414047241,7.729380740784109e-05,1354485248.0,0,109,,,,,,,,,,,,,
2.04117488861084,8.433849870925769e-05,1354541568.0,0,119,,,,,,,,,,,,,
2.071514368057251,9.196046448778361e-05,1354597888.0,0,129,,,,,,,,,,,,,
1.8825156688690186,0.00010014959843829274,1354654208.0,0,139,,,,,,,,,,,,,
,,,0,143,1.8250319957733154,0.052323341369628906,0.0,0.30796754360198975,0.5890074372291565,0.30796754360198975,0.30796754360198975,,,,,,
1.8350402116775513,0.00010889505210798234,1354712064.0,0,149,,,,,,,,,,,,,
1.9294180870056152,0.00011818524217233062,1354768384.0,0,159,,,,,,,,,,,,,
1.9947916269302368,0.00012800785771105438,1354824704.0,0,169,,,,,,,,,,,,,
1.9113996028900146,0.00013834986020810902,1354881024.0,0,179,,,,,,,,,,,,,
1.878898024559021,0.0001491975854150951,1354937344.0,0,189,,,,,,,,,,,,,
1.9243946075439453,0.00016053664148785174,1354993664.0,0,199,,,,,,,,,,,,,
1.9681615829467773,0.00017235198174603283,1355049984.0,0,209,,,,,,,,,,,,,
1.900452733039856,0.00018462799198459834,1355106304.0,0,219,,,,,,,,,,,,,
1.8191382884979248,0.00019734837405849248,1355162624.0,0,229,,,,,,,,,,,,,
1.9577250480651855,0.00021049629140179604,1355218944.0,0,239,,,,,,,,,,,,,
1.8634008169174194,0.0002240542962681502,1355275264.0,0,249,,,,,,,,,,,,,
1.7691688537597656,0.00023800446069799364,1355331584.0,0,259,,,,,,,,,,,,,
1.5502195358276367,0.00025232828920707107,1355387904.0,0,269,,,,,,,,,,,,,
1.7727035284042358,0.00026700677699409425,1355444224.0,0,279,,,,,,,,,,,,,
,,,0,287,1.4827039241790771,0.1111011877655983,0.0,0.3365040719509125,0.7792371511459351,0.3365040719509125,0.3365040719509125,,,,,,
,,,0,287,,,,,,,,0.08119937032461166,0.0,0.288186252117157,0.5410431623458862,0.288186252117157,0.288186252117157
1.5667080879211426,0.0002820204827003181,1353881600.0,1,289,,,,,,,,,,,,,
1.5514429807662964,0.00029734952840954065,1353937920.0,1,299,,,,,,,,,,,,,
1.466432809829712,0.0003129735996481031,1353994240.0,1,309,,,,,,,,,,,,,
1.3443255424499512,0.00032887200359255075,1354050560.0,1,319,,,,,,,,,,,,,
1.3207049369812012,0.00034502363996580243,1354106880.0,1,329,,,,,,,,,,,,,
1.3782391548156738,0.0003614071465563029,1354163200.0,1,339,,,,,,,,,,,,,
1.2460825443267822,0.000378000782802701,1354219520.0,1,349,,,,,,,,,,,,,
1.3324601650238037,0.00039478257531300187,1354275840.0,1,359,,,,,,,,,,,,,
1.3190951347351074,0.0004117302887607366,1354332160.0,1,369,,,,,,,,,,,,,
1.1572085618972778,0.000428821484092623,1354388480.0,1,379,,,,,,,,,,,,,
1.16762113571167,0.00044603346032090485,1354444800.0,1,389,,,,,,,,,,,,,
1.0742522478103638,0.000463343458250165,1354501120.0,1,399,,,,,,,,,,,,,
1.0774821043014526,0.0004807285440620035,1354557440.0,1,409,,,,,,,,,,,,,
0.9654862284660339,0.0004981656675226986,1354613760.0,1,419,,,,,,,,,,,,,
0.9388680458068848,0.0005156316910870373,1354670080.0,1,429,,,,,,,,,,,,,
,,,1,431,1.2294448614120483,0.2584300637245178,0.0,0.330569863319397,0.8424058556556702,0.330569863319397,0.330569863319397,,,,,,
0.9753021597862244,0.0005331035354174674,1354726400.0,1,439,,,,,,,,,,,,,
0.9285102486610413,0.0005505579756572843,1354782720.0,1,449,,,,,,,,,,,,,
0.9437703490257263,0.0005679719615727663,1354839040.0,1,459,,,,,,,,,,,,,
1.0263947248458862,0.0005853223847225308,1354895360.0,1,469,,,,,,,,,,,,,
0.8784157037734985,0.0006025861948728561,1354951680.0,1,479,,,,,,,,,,,,,
0.8885611891746521,0.000619740632828325,1355008000.0,1,489,,,,,,,,,,,,,
0.9081621766090393,0.0006367628811858594,1355064320.0,1,499,,,,,,,,,,,,,
0.9527366161346436,0.0006536304717883468,1355120640.0,1,509,,,,,,,,,,,,,
0.8794822096824646,0.0006703209364786744,1355176960.0,1,519,,,,,,,,,,,,,
0.8531969785690308,0.0006868122145533562,1355233280.0,1,529,,,,,,,,,,,,,
0.7852537631988525,0.0007030824781395495,1355289600.0,1,539,,,,,,,,,,,,,
0.6565281748771667,0.0007191101904027164,1355345920.0,1,549,,,,,,,,,,,,,
0.5024173259735107,0.0007348739891313016,1355402240.0,1,559,,,,,,,,,,,,,
0.7218291759490967,0.00075035315239802,1355458560.0,1,569,,,,,,,,,,,,,
,,,1,575,1.0196075439453125,0.4672461450099945,0.0,0.7448294162750244,0.9103037714958191,0.7448294162750244,0.7448294162750244,,,,,,
,,,1,575,,,,,,,,0.36388924717903137,0.0,0.5543965697288513,0.8976340889930725,0.5543965697288513,0.5543965697288513
0.5621247887611389,0.0007655270164832473,1353892864.0,2,579,,,,,,,,,,,,,
0.5279185175895691,0.0007803756161592901,1353949184.0,2,589,,,,,,,,,,,,,
0.375812292098999,0.0007948791608214378,1354005504.0,2,599,,,,,,,,,,,,,
0.4917278289794922,0.00080901850014925,1354061824.0,2,609,,,,,,,,,,,,,
0.4830490052700043,0.0008227748330682516,1354118144.0,2,619,,,,,,,,,,,,,
0.4325599670410156,0.0008361300569958985,1354174464.0,2,629,,,,,,,,,,,,,
0.5409481525421143,0.0008490663021802902,1354230784.0,2,639,,,,,,,,,,,,,
0.48683977127075195,0.0008615665719844401,1354287104.0,2,649,,,,,,,,,,,,,
0.5900382399559021,0.0008736142772249877,1354343424.0,2,659,,,,,,,,,,,,,
0.3773479163646698,0.000885193410795182,1354399744.0,2,669,,,,,,,,,,,,,
0.3927014470100403,0.0008962886058725417,1354456064.0,2,679,,,,,,,,,,,,,
0.4535871148109436,0.0009068852523341775,1354512384.0,2,689,,,,,,,,,,,,,
0.38217800855636597,0.0009169692057184875,1354568704.0,2,699,,,,,,,,,,,,,
0.7091745138168335,0.0009265271946787834,1354625024.0,2,709,,,,,,,,,,,,,
0.385809063911438,0.0009355465299449861,1354681344.0,2,719,,,,,,,,,,,,,
,,,2,719,1.1138561964035034,0.48021116852760315,0.0,0.7476219534873962,0.9398167729377747,0.7476219534873962,0.7476219534873962,,,,,,
0.5261546969413757,0.0009440152207389474,1354737664.0,2,729,,,,,,,,,,,,,
0.4480181634426117,0.000951922032982111,1354793984.0,2,739,,,,,,,,,,,,,
0.3088419735431671,0.0009592566057108343,1354850304.0,2,749,,,,,,,,,,,,,
0.41375601291656494,0.0009660091018304229,1354906624.0,2,759,,,,,,,,,,,,,
0.4334712624549866,0.0009721706155687571,1354962944.0,2,769,,,,,,,,,,,,,
0.6910003423690796,0.0009777330560609698,1355019264.0,2,779,,,,,,,,,,,,,
0.35272595286369324,0.0009826888563111424,1355075584.0,2,789,,,,,,,,,,,,,
0.4203961193561554,0.0009870316134765744,1355131904.0,2,799,,,,,,,,,,,,,
0.29599708318710327,0.0009907556232064962,1355188224.0,2,809,,,,,,,,,,,,,
0.26144325733184814,0.0009938557632267475,1355244544.0,2,819,,,,,,,,,,,,,
0.4143863618373871,0.0009963280754163861,1355300864.0,2,829,,,,,,,,,,,,,
0.3313322067260742,0.000998169183731079,1355357184.0,2,839,,,,,,,,,,,,,
0.37528830766677856,0.00099937675986439,1355413504.0,2,849,,,,,,,,,,,,,
0.3311588764190674,0.000999949057586491,1355469824.0,2,859,,,,,,,,,,,,,
,,,2,863,0.7485098838806152,0.5904195308685303,0.0,0.8117637038230896,0.9583147168159485,0.8117637038230896,0.8117637038230896,,,,,,
,,,2,863,,,,,,,,0.6439623236656189,0.0,0.8486404418945312,0.969585657119751,0.8486404418945312,0.8486404418945312
0.41138461232185364,0.0009999781614169478,1353904128.0,3,869,,,,,,,,,,,,,
0.36886608600616455,0.0009998446330428123,1353960448.0,3,879,,,,,,,,,,,,,
0.332200288772583,0.0009995896834880114,1354016768.0,3,889,,,,,,,,,,,,,
0.3552910387516022,0.0009992134291678667,1354073088.0,3,899,,,,,,,,,,,,,
0.32920581102371216,0.0009987159864977002,1354129408.0,3,909,,,,,,,,,,,,,
0.40865883231163025,0.0009980973554775119,1354185728.0,3,919,,,,,,,,,,,,,
0.27822503447532654,0.0009973577689379454,1354242048.0,3,929,,,,,,,,,,,,,
0.4325564205646515,0.0009964974597096443,1354298368.0,3,939,,,,,,,,,,,,,
0.23348680138587952,0.0009955166606232524,1354354688.0,3,949,,,,,,,,,,,,,
0.3510046899318695,0.0009944154880940914,1354411008.0,3,959,,,,,,,,,,,,,
0.34904828667640686,0.000993194174952805,1354467328.0,3,969,,,,,,,,,,,,,
0.22574391961097717,0.0009918531868606806,1354523648.0,3,979,,,,,,,,,,,,,
0.17270199954509735,0.0009903926402330399,1354579968.0,3,989,,,,,,,,,,,,,
0.17435818910598755,0.000988813117146492,1354636288.0,3,999,,,,,,,,,,,,,
,,,3,1007,0.854948103427887,0.6440664529800415,0.0,0.8200541138648987,0.9561015367507935,0.8200541138648987,0.8200541138648987,,,,,,
0.3219721019268036,0.0009871148504316807,1354692608.0,3,1009,,,,,,,,,,,,,
0.2388131320476532,0.0009852983057498932,1354748928.0,3,1019,,,,,,,,,,,,,
0.42337942123413086,0.0009833639487624168,1354805248.0,3,1029,,,,,,,,,,,,,
0.3329720199108124,0.000981312245130539,1354861568.0,3,1039,,,,,,,,,,,,,
0.2713666558265686,0.000979143544100225,1354917888.0,3,1049,,,,,,,,,,,,,
0.24945896863937378,0.000976858544163406,1354974208.0,3,1059,,,,,,,,,,,,,
0.21652014553546906,0.0009744577691890299,1355030528.0,3,1069,,,,,,,,,,,,,
0.26176390051841736,0.0009719418012537062,1355086848.0,3,1079,,,,,,,,,,,,,
0.18562497198581696,0.000969311164226383,1355143168.0,3,1089,,,,,,,,,,,,,
0.3099488615989685,0.0009665666148066521,1355199488.0,3,1099,,,,,,,,,,,,,
0.17248208820819855,0.0009637087350711226,1355255808.0,3,1109,,,,,,,,,,,,,
0.1843719631433487,0.0009607382817193866,1355312128.0,3,1119,,,,,,,,,,,,,
0.2625788450241089,0.0009576558950357139,1355368448.0,3,1129,,,,,,,,,,,,,
0.16251696646213531,0.0009544624481350183,1355424768.0,3,1139,,,,,,,,,,,,,
0.3008788526058197,0.0009511585813015699,1355481088.0,3,1149,,,,,,,,,,,,,
,,,3,1151,0.6662747859954834,0.6689645051956177,0.0,0.8556593060493469,0.9758710861206055,0.8556593060493469,0.8556593060493469,,,,,,
,,,3,1151,,,,,,,,0.7749228477478027,0.0,0.9125851988792419,0.9860438108444214,0.9125851988792419,0.9125851988792419
0.1276363581418991,0.0009477451676502824,1353915392.0,4,1159,,,,,,,,,,,,,
0.1419876664876938,0.0009442230220884085,1353971712.0,4,1169,,,,,,,,,,,,,
0.22640809416770935,0.0009405930177308619,1354028032.0,4,1179,,,,,,,,,,,,,
0.1768452227115631,0.0009368560276925564,1354084352.0,4,1189,,,,,,,,,,,,,
0.14860835671424866,0.0009330129832960665,1354140672.0,4,1199,,,,,,,,,,,,,
0.13482113182544708,0.000929064757656306,1354196992.0,4,1209,,,,,,,,,,,,,
0.3767043650150299,0.0009250123403035104,1354253312.0,4,1219,,,,,,,,,,,,,
0.10728947818279266,0.0009208567207679152,1354309632.0,4,1229,,,,,,,,,,,,,
0.41787809133529663,0.000916598888579756,1354365952.0,4,1239,,,,,,,,,,,,,
0.11173094809055328,0.0009122398914769292,1354422272.0,4,1249,,,,,,,,,,,,,
0.14770327508449554,0.0009077807771973312,1354478592.0,4,1259,,,,,,,,,,,,,
0.1446673423051834,0.0009032227098941803,1354534912.0,4,1269,,,,,,,,,,,,,
0.13216014206409454,0.000898566679097712,1354591232.0,4,1279,,,,,,,,,,,,,
0.15327787399291992,0.0008938138489611447,1354647552.0,4,1289,,,,,,,,,,,,,
,,,4,1295,0.43751776218414307,0.8671606779098511,0.0,0.9202373623847961,0.9910410046577454,0.9202373623847961,0.9202373623847961,,,,,,
0.14656901359558105,0.0008889653836376965,1354703872.0,4,1299,,,,,,,,,,,,,
0.21396848559379578,0.0008840225054882467,1354760192.0,4,1309,,,,,,,,,,,,,
0.1020406037569046,0.0008789863204583526,1354816512.0,4,1319,,,,,,,,,,,,,
0.15975292026996613,0.0008738581673242152,1354872832.0,4,1329,,,,,,,,,,,,,
0.0996323823928833,0.0008686392102390528,1354929152.0,4,1339,,,,,,,,,,,,,
0.22478389739990234,0.0008633307297714055,1354985472.0,4,1349,,,,,,,,,,,,,
0.22384113073349,0.0008579340064898133,1355041792.0,4,1359,,,,,,,,,,,,,
0.09286817908287048,0.0008524503791704774,1355098112.0,4,1369,,,,,,,,,,,,,
0.09969376027584076,0.0008468811283819377,1355154432.0,4,1379,,,,,,,,,,,,,
0.23720316588878632,0.0008412277093157172,1355210752.0,4,1389,,,,,,,,,,,,,
0.30038219690322876,0.000835491344332695,1355267072.0,4,1399,,,,,,,,,,,,,
0.14746920764446259,0.0008296736050397158,1355323392.0,4,1409,,,,,,,,,,,,,
0.22089658677577972,0.0008237757720053196,1355379712.0,4,1419,,,,,,,,,,,,,
0.14636847376823425,0.0008177993004210293,1355436032.0,4,1429,,,,,,,,,,,,,
0.17220039665699005,0.0008117456454783678,862099456.0,4,1439,,,,,,,,,,,,,
,,,4,1439,0.5636535882949829,0.8471142649650574,0.0,0.905925452709198,0.9909119009971619,0.905925452709198,0.905925452709198,,,,,,
,,,4,1439,,,,,,,,0.9189006090164185,0.0,0.9570260643959045,0.9953739643096924,0.9570260643959045,0.9570260643959045
0.13858073949813843,0.0008056163205765188,1353926656.0,5,1449,,,,,,,,,,,,,
0.08669020235538483,0.0007994127809070051,1353982976.0,5,1459,,,,,,,,,,,,,
0.034745149314403534,0.0007931365398690104,1354039296.0,5,1469,,,,,,,,,,,,,
0.13500644266605377,0.0007867890526540577,1354095616.0,5,1479,,,,,,,,,,,,,
0.22252999246120453,0.0007803720072843134,1354151936.0,5,1489,,,,,,,,,,,,,
0.17352178692817688,0.0007738868007436395,1354208256.0,5,1499,,,,,,,,,,,,,
0.11083617061376572,0.0007673351792618632,1354264576.0,5,1509,,,,,,,,,,,,,
0.07827852666378021,0.0007607185398228467,1354320896.0,5,1519,,,,,,,,,,,,,
0.0183609277009964,0.0007540386286564171,1354377216.0,5,1529,,,,,,,,,,,,,
0.0947876125574112,0.0007472970755770802,1354433536.0,5,1539,,,,,,,,,,,,,
0.07933824509382248,0.0007404953939840198,1354489856.0,5,1549,,,,,,,,,,,,,
0.10866200923919678,0.000733635388314724,1354546176.0,5,1559,,,,,,,,,,,,,
0.20427268743515015,0.0007267186301760375,1354602496.0,5,1569,,,,,,,,,,,,,
0.16117097437381744,0.0007197467493824661,1354658816.0,5,1579,,,,,,,,,,,,,
,,,5,1583,0.5043686628341675,0.8468478918075562,0.0,0.9078453779220581,0.9908545017242432,0.9078453779220581,0.9078453779220581,,,,,,
0.06398442387580872,0.0007127215503714979,1354715136.0,5,1589,,,,,,,,,,,,,
0.052535876631736755,0.0007056447211652994,1354771456.0,5,1599,,,,,,,,,,,,,
0.07167211920022964,0.0006985179497860372,1354827776.0,5,1609,,,,,,,,,,,,,
0.10458733141422272,0.0006913429242558777,1354884096.0,5,1619,,,,,,,,,,,,,
0.21399454772472382,0.0006841215072199702,1354940416.0,5,1629,,,,,,,,,,,,,
0.08024192601442337,0.0006768553284928203,1354996736.0,5,1639,,,,,,,,,,,,,
0.10935911536216736,0.0006695461925119162,1355053056.0,5,1649,,,,,,,,,,,,,
0.07660866528749466,0.0006621959037147462,1355109376.0,5,1659,,,,,,,,,,,,,
0.056763093918561935,0.0006548062665387988,1355165696.0,5,1669,,,,,,,,,,,,,
0.1439216583967209,0.0006473789690062404,1355222016.0,5,1679,,,,,,,,,,,,,
0.17569898068904877,0.0006399159319698811,1355278336.0,5,1689,,,,,,,,,,,,,
0.06965063512325287,0.0006324189016595483,1355334656.0,5,1699,,,,,,,,,,,,,
0.029057912528514862,0.0006248897407203913,1355390976.0,5,1709,,,,,,,,,,,,,
0.10908060520887375,0.0006173302535898983,1355447296.0,5,1719,,,,,,,,,,,,,
,,,5,1727,0.6170977354049683,0.8368743658065796,0.0,0.8889955282211304,0.9918621778488159,0.8889955282211304,0.8889955282211304,,,,,,
,,,5,1727,,,,,,,,0.9584721922874451,0.0,0.9746013879776001,0.9980146884918213,0.9746013879776001,0.9746013879776001
