train_loss,epoch,step,val_loss,val_f1,train_f1
0.433657169342041,0,19,,,
0.5114744305610657,0,39,,,
,0,51,0.42109084129333496,0.8439874649047852,
0.38767367601394653,0,59,,,
0.4048682451248169,0,79,,,
0.2862284183502197,0,99,,,
,0,103,0.33940526843070984,0.8876128196716309,
,0,104,,,0.8315778374671936
0.2954530119895935,1,119,,,
0.3068571090698242,1,139,,,
,1,156,0.310118705034256,0.8872743248939514,
0.3156535029411316,1,159,,,
0.2509426772594452,1,179,,,
0.35002559423446655,1,199,,,
,1,208,0.2915899157524109,0.9068533778190613,
,1,209,,,0.8854748606681824
0.30540046095848083,2,219,,,
0.2849382162094116,2,239,,,
0.29375457763671875,2,259,,,
,2,261,0.2727011740207672,0.9163364171981812,
0.18724098801612854,2,279,,,
0.21723757684230804,2,299,,,
,2,313,0.21608683466911316,0.9370378851890564,
,2,314,,,0.9230937361717224
