train_loss,lr,memory,epoch,step
9.034255981445312,3.9999998989515007e-05,1425159680.0,0,0
9.031468391418457,4.0007442294154316e-05,1544673792.0,0,1
9.02784252166748,4.002976493211463e-05,1544673792.0,0,2
9.024649620056152,4.006697054137476e-05,1544673792.0,0,3
9.021435737609863,4.011905548395589e-05,1544673792.0,0,4
9.017497062683105,4.018601975985803e-05,1544673792.0,0,5
9.013373374938965,4.026785973110236e-05,1544673792.0,0,6
9.01025104522705,4.0364575397688895e-05,1544673792.0,0,7
9.007648468017578,4.047615948366001e-05,1544673792.0,0,8
9.003056526184082,4.060261198901571e-05,1544673792.0,0,9
9.001238822937012,4.074392927577719e-05,1544673792.0,0,10
8.997173309326172,4.090010770596564e-05,1544673792.0,0,11
8.992426872253418,4.107114000362344e-05,1544673792.0,0,12
8.98958969116211,4.1257018892792985e-05,1544673792.0,0,13
8.986091613769531,4.145774437347427e-05,1544673792.0,0,14
8.984156608581543,4.1673305531730875e-05,1544673792.0,0,15
8.978988647460938,4.1903695091605186e-05,1544673792.0,0,16
8.976357460021973,4.2148909415118396e-05,1544673792.0,0,17
8.972718238830566,4.240894122631289e-05,1544673792.0,0,18
8.967072486877441,4.268377961125225e-05,1544673792.0,0,19
8.965370178222656,4.2973417293978855e-05,1544673792.0,0,20
8.96342945098877,4.32778469985351e-05,1544673792.0,0,21
8.9556303024292,4.3597054173005745e-05,1544673792.0,0,22
8.951685905456543,4.393103517941199e-05,1544673792.0,0,23
8.949822425842285,4.427977546583861e-05,1544673792.0,0,24
8.944708824157715,4.464326411834918e-05,1544673792.0,0,25
8.941935539245605,4.5021493860986084e-05,1544673792.0,0,26
8.932478904724121,4.541444650385529e-05,1544673792.0,0,27
8.929862022399902,4.5822118408977985e-05,1544673792.0,0,28
8.927605628967285,4.624448774848133e-05,1544673792.0,0,29
8.922179222106934,4.6681550884386525e-05,1544673792.0,0,30
8.91877269744873,4.713328598882072e-05,1544673792.0,0,31
8.914341926574707,4.759968214784749e-05,1544673792.0,0,32
8.90976333618164,4.808072480955161e-05,1544673792.0,0,33
8.903178215026855,4.8576403059996665e-05,1544673792.0,0,34
8.892967224121094,4.9086695071309805e-05,1544673792.0,0,35
8.889911651611328,4.9611586291575804e-05,1544673792.0,0,36
8.887917518615723,5.0151062168879434e-05,1544673792.0,0,37
8.877968788146973,5.070510815130547e-05,1544673792.0,0,38
8.875222206115723,5.127370241098106e-05,1544673792.0,0,39
8.869500160217285,5.185683403396979e-05,1544673792.0,0,40
8.861178398132324,5.24544739164412e-05,1544673792.0,0,41
8.858532905578613,5.306661478243768e-05,1544673792.0,0,42
8.85802173614502,5.369323116610758e-05,1544673792.0,0,43
8.844725608825684,5.433430487755686e-05,1544673792.0,0,44
8.833657264709473,5.498981772689149e-05,1544673792.0,0,45
8.828804016113281,5.565974788623862e-05,1544673792.0,0,46
8.818489074707031,5.634407716570422e-05,1544673792.0,0,47
8.796247482299805,5.704278009943664e-05,1544673792.0,0,48
8.790083885192871,5.775583485956304e-05,1544673792.0,0,49
8.784998893737793,5.8483223256189376e-05,1544673792.0,0,50
8.762246131896973,5.922492346144281e-05,1544673792.0,0,51
8.763192176818848,5.998090637149289e-05,1544673792.0,0,52
8.743308067321777,6.075115379644558e-05,1544673792.0,0,53
8.736952781677246,6.153564027044922e-05,1544673792.0,0,54
8.714680671691895,6.233434396563098e-05,1544673792.0,0,55
8.7150297164917,6.31472357781604e-05,1544673792.0,0,56
8.708857536315918,6.397428660420701e-05,1544673792.0,0,57
8.69357681274414,6.48154818918556e-05,1544673792.0,0,58
8.675057411193848,6.56707925372757e-05,1544673792.0,0,59
8.662999153137207,6.654018216067925e-05,1544673792.0,0,60
8.619991302490234,6.742363621015102e-05,1544673792.0,0,61
8.6210298538208,6.832112558186054e-05,1544673792.0,0,62
8.61340618133545,6.923261389601976e-05,1544673792.0,0,63
8.580451965332031,7.015807932475582e-05,1544673792.0,0,64
8.561531066894531,7.109749276423827e-05,1544673792.0,0,65
8.54075813293457,7.205082511063665e-05,1544673792.0,0,66
8.525911331176758,7.301804726012051e-05,1544673792.0,0,67
8.47412395477295,7.399913010885939e-05,1544673792.0,0,68
8.473068237304688,7.499403727706522e-05,1544673792.0,0,69
8.395240783691406,7.600273966090754e-05,1544673792.0,0,70
8.382014274597168,7.70252154325135e-05,1544673792.0,0,71
