train_loss,epoch,step,val_loss,val_f1,train_f1
0.6681728959083557,0,9,,,
0.5037779211997986,0,19,,,
0.5622109770774841,0,29,,,
0.40263575315475464,0,39,,,
0.5046709775924683,0,49,,,
0.4600723385810852,0,59,,,
0.3755890727043152,0,69,,,
0.35206902027130127,0,79,,,
0.43730705976486206,0,89,,,
0.4635764956474304,0,99,,,
,0,104,0.35697120428085327,0.8729208111763,
,0,104,,,0.8457649946212769
0.2522221505641937,1,109,,,
0.21117477118968964,1,119,,,
0.23012247681617737,1,129,,,
0.2128390222787857,1,139,,,
0.40826505422592163,1,149,,,
0.2469736635684967,1,159,,,
0.25046563148498535,1,169,,,
0.22752049565315247,1,179,,,
0.2990802824497223,1,189,,,
0.35733526945114136,1,199,,,
0.2372599095106125,1,209,,,
,1,209,0.23266460001468658,0.9309497475624084,
,1,209,,,0.9036334753036499
0.21304087340831757,2,219,,,
0.22439944744110107,2,229,,,
0.182623952627182,2,239,,,
0.17091578245162964,2,249,,,
0.2098778635263443,2,259,,,
0.12320840358734131,2,269,,,
0.11834973096847534,2,279,,,
0.19174522161483765,2,289,,,
0.0867631658911705,2,299,,,
0.11369682848453522,2,309,,,
,2,314,0.25098612904548645,0.9355251789093018,
,2,314,,,0.9444810152053833
0.047432709485292435,3,319,,,
0.18000374734401703,3,329,,,
0.07210732996463776,3,339,,,
0.09559501707553864,3,349,,,
0.09986411780118942,3,359,,,
0.03743230924010277,3,369,,,
0.16288340091705322,3,379,,,
0.16778656840324402,3,389,,,
0.09703324735164642,3,399,,,
0.07624320685863495,3,409,,,
0.027832359075546265,3,419,,,
,3,419,0.3341324031352997,0.9483689665794373,
,3,419,,,0.971623420715332
0.15720485150814056,4,429,,,
0.06495559215545654,4,439,,,
0.012809397652745247,4,449,,,
0.03908632695674896,4,459,,,
0.0672619640827179,4,469,,,
0.025853464379906654,4,479,,,
0.01454591378569603,4,489,,,
0.056485943496227264,4,499,,,
0.06528109312057495,4,509,,,
0.08214933425188065,4,519,,,
,4,524,0.13494214415550232,0.9720044732093811,
,4,524,,,0.9804050922393799
0.124546580016613,5,529,,,
0.0076302411034703255,5,539,,,
0.026419728994369507,5,549,,,
0.01687910035252571,5,559,,,
0.034043993800878525,5,569,,,
0.02494625747203827,5,579,,,
0.06254637986421585,5,589,,,
0.07796047627925873,5,599,,,
0.02686101198196411,5,609,,,
0.022732585668563843,5,619,,,
0.01868686079978943,5,629,,,
,5,629,0.20561113953590393,0.9747711420059204,
,5,629,,,0.9905286431312561
0.027991097420454025,6,639,,,
0.005535274278372526,6,649,,,
0.009708540514111519,6,659,,,
0.0011373782763257623,6,669,,,
0.12673604488372803,6,679,,,
0.015500117093324661,6,689,,,
0.0178301353007555,6,699,,,
0.03925957530736923,6,709,,,
0.003024242352694273,6,719,,,
0.02733127400279045,6,729,,,
,6,734,0.23375950753688812,0.9709984660148621,
,6,734,,,0.9946088790893555
0.009548348374664783,7,739,,,
0.012548726983368397,7,749,,,
0.00499657541513443,7,759,,,
0.02324821427464485,7,769,,,
0.006377185694873333,7,779,,,
0.10607556998729706,7,789,,,
0.007167293690145016,7,799,,,
0.005542200058698654,7,809,,,
0.055142007768154144,7,819,,,
0.05506907403469086,7,829,,,
0.004366478882730007,7,839,,,
,7,839,0.23283271491527557,0.9738547205924988,
,7,839,,,0.9918556213378906
0.002730421954765916,8,849,,,
0.003314392641186714,8,859,,,
0.005235740914940834,8,869,,,
6.752875196980312e-05,8,879,,,
0.004825767129659653,8,889,,,
0.0011306898668408394,8,899,,,
0.009075102396309376,8,909,,,
0.0016096506733447313,8,919,,,
0.008759915828704834,8,929,,,
0.022541271522641182,8,939,,,
,8,944,0.2760142982006073,0.9743704199790955,
,8,944,,,0.9975792169570923
0.011643018573522568,9,949,,,
0.02181721106171608,9,959,,,
0.02291075885295868,9,969,,,
0.0008757071918807924,9,979,,,
0.00033202211488969624,9,989,,,
0.0373276062309742,9,999,,,
0.002232337137684226,9,1009,,,
0.0011089066974818707,9,1019,,,
0.0023407177068293095,9,1029,,,
0.006102743558585644,9,1039,,,
0.000498761422932148,9,1049,,,
,9,1049,0.2383601814508438,0.9732739329338074,
,9,1049,,,0.9960404634475708
0.01017050538212061,10,1059,,,
0.012855651788413525,10,1069,,,
0.0015067164786159992,10,1079,,,
0.004565301351249218,10,1089,,,
0.00034587510162964463,10,1099,,,
0.00029789484688080847,10,1109,,,
0.005492065101861954,10,1119,,,
0.00015855484525673091,10,1129,,,
0.014417743310332298,10,1139,,,
0.0005514369113370776,10,1149,,,
,10,1154,0.29695725440979004,0.9735025763511658,
,10,1154,,,0.9969183206558228
0.000901325314771384,11,1159,,,
0.00043576298048719764,11,1169,,,
0.0432540662586689,11,1179,,,
0.0008797055343165994,11,1189,,,
0.0005794806638732553,11,1199,,,
0.00036483354051597416,11,1209,,,
0.00022827135398983955,11,1219,,,
0.0020115969236940145,11,1229,,,
0.030993591994047165,11,1239,,,
0.001958519918844104,11,1249,,,
0.000161624513566494,11,1259,,,
,11,1259,0.36971625685691833,0.9741417765617371,
,11,1259,,,0.9982382655143738
0.0876702219247818,12,1269,,,
0.0007356149726547301,12,1279,,,
0.00022428124793805182,12,1289,,,
0.002701091580092907,12,1299,,,
0.0011635331902652979,12,1309,,,
0.00148082769010216,12,1319,,,
0.001295926165767014,12,1329,,,
0.0006426461623050272,12,1339,,,
